10,1.8536837666916384e-28
20,2.336971213713554e-28
30,2.6228216020693745e-28
40,2.824247823704473e-28
50,2.978943134036963e-28
75,3.25555100642416e-28
100,3.4478462192659645e-28
150,3.7127808431454858e-28
200,3.895937089391596e-28
250,4.0347160280801136e-28
300,4.145519200488444e-28
350,4.237023766859197e-28
400,4.314395461231844e-28
450,4.380971725870391e-28
500,4.4390402347882035e-28
550,4.490243641390834e-28
600,4.535801753052755e-28
650,4.576646886355331e-28
700,4.613507435676975e-28
750,4.646963967054732e-28
800,4.677484188592776e-28
850,4.705453463935705e-28
900,4.73118967176765e-28
950,4.7549586720285216e-28
1000,4.776985600577474e-28
1300,4.881584130342106e-28
1700,4.974639923159744e-28
2000,5.024423615988249e-28
2500,5.085171176043151e-28
3000,5.128719154634806e-28
4000,5.187397325218292e-28
5000,5.225389354297048e-28
6000,5.2521456607391515e-28
7000,5.272079388308177e-28
8000,5.287543174450978e-28
9000,5.299910979140854e-28
10000,5.310041600251195e-28
15000,5.3419111575125795e-28
20000,5.3588639501207e-28
25000,5.369452526911179e-28
35000,5.381963584718589e-28
50000,5.391884221734701e-28
100000,5.404025116486312e-28
